Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,Wide Range Accelerometer X,Wide Range Accelerometer X,Wide Range Accelerometer Y,Wide Range Accelerometer Y,Wide Range Accelerometer Z,Wide Range Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,Magnetometer X,Magnetometer X,Magnetometer Y,Magnetometer Y,Magnetometer Z,Magnetometer Z,
RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,
no units,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,local,no units,local,no units,local,
16012214,0,4864,-2.98221949724096,-15168,-9.29981606376456,-3152,1.93255671367259,17,3.41463414634146,-56,-1.03658536585366,4,-0.24390243902439,-57,0.247826086956522,41,0.178260869565217,121,-0.590243902439024,
16012854,19.53125,4880,-2.99202942979767,-15152,-9.29000613120785,-3136,1.92274678111588,4,3.41463414634146,-56,-0.24390243902439,4,-0.24390243902439,-58,0.252173913043478,44,0.191304347826087,119,-0.580487804878049,
16013494,39.0625,4896,-3.00183936235438,-15104,-9.26057633353771,-3088,1.89331698344574,5,3.53658536585366,-58,-0.304878048780488,5,-0.304878048780488,-58,0.252173913043478,45,0.195652173913043,119,-0.580487804878049,
16014134,58.59375,4960,-3.04107909258124,-15120,-9.27038626609442,-3040,1.8638871857756,13,3.29268292682927,-54,-0.792682926829268,8,-0.487804878048781,-58,0.252173913043478,41,0.178260869565217,121,-0.590243902439024,
16014774,78.125,4848,-2.97240956468424,-15056,-9.23114653586757,-2976,1.82464745554874,21,3.23170731707317,-53,-1.28048780487805,10,-0.609756097560976,-57,0.247826086956522,42,0.182608695652174,121,-0.590243902439024,
16015414,97.65625,4864,-2.98221949724096,-15136,-9.28019619865113,-3024,1.85407725321888,17,3.10975609756098,-51,-1.03658536585366,11,-0.670731707317073,-58,0.252173913043478,43,0.18695652173913,120,-0.585365853658537,
16016054,117.1875,4880,-2.99202942979767,-15152,-9.29000613120785,-2944,1.80502759043532,9,3.35365853658537,-55,-0.548780487804878,11,-0.670731707317073,-57,0.247826086956522,45,0.195652173913043,121,-0.590243902439024,
