Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,Wide Range Accelerometer X,Wide Range Accelerometer X,Wide Range Accelerometer Y,Wide Range Accelerometer Y,Wide Range Accelerometer Z,Wide Range Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,Magnetometer X,Magnetometer X,Magnetometer Y,Magnetometer Y,Magnetometer Z,Magnetometer Z,
RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,
no units,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,local,no units,local,no units,local,
6883638,0,5248,-3.21765787860208,-15136,-9.28019619865113,-3056,1.87369711833231,3,2.6219512195122,-43,-0.182926829268293,-7,0.426829268292683,-68,0.295652173913043,35,0.152173913043478,129,-0.629268292682927,
6884278,19.53125,5248,-3.21765787860208,-15136,-9.28019619865113,-2976,1.82464745554874,1,2.92682926829268,-48,-0.0609756097560976,-6,0.365853658536585,-70,0.304347826086957,42,0.182608695652174,127,-0.619512195121951,
6884918,39.0625,5200,-3.18822808093194,-15072,-9.24095646842428,-3072,1.88350705088903,-5,3.10975609756098,-51,0.304878048780488,-9,0.548780487804878,-70,0.304347826086957,41,0.178260869565217,130,-0.634146341463415,
6885558,58.59375,5184,-3.17841814837523,-15072,-9.24095646842428,-2992,1.83445738810546,-5,3.47560975609756,-57,0.304878048780488,-13,0.792682926829268,-71,0.308695652173913,41,0.178260869565217,129,-0.629268292682927,
6886198,78.125,5232,-3.20784794604537,-15072,-9.24095646842428,-3072,1.88350705088903,-2,3.53658536585366,-58,0.121951219512195,-10,0.609756097560976,-69,0.3,37,0.160869565217391,130,-0.634146341463415,
6886838,97.65625,5280,-3.23727774371551,-15088,-9.25076640098099,-3008,1.84426732066217,9,3.59756097560976,-59,-0.548780487804878,-10,0.609756097560976,-68,0.295652173913043,37,0.160869565217391,131,-0.639024390243902,
6887478,117.1875,5248,-3.21765787860208,-15088,-9.25076640098099,-2976,1.82464745554874,12,3.59756097560976,-59,-0.731707317073171,-13,0.792682926829268,-69,0.3,43,0.18695652173913,128,-0.624390243902439,
