Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,Wide Range Accelerometer X,Wide Range Accelerometer X,Wide Range Accelerometer Y,Wide Range Accelerometer Y,Wide Range Accelerometer Z,Wide Range Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,Magnetometer X,Magnetometer X,Magnetometer Y,Magnetometer Y,Magnetometer Z,Magnetometer Z,
RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,
no units,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,local,no units,local,no units,local,
16663734,0,5664,-3.47271612507664,-15024,-9.21152667075414,-1328,0.814224402207235,-21,3.47560975609756,-57,1.28048780487805,-14,0.853658536585366,-92,0.4,38,0.165217391304348,132,-0.64390243902439,
16664374,19.53125,5840,-3.58062538320049,-15200,-9.31943592887799,-1472,0.902513795217658,-22,3.65853658536585,-60,1.34146341463415,-8,0.487804878048781,-93,0.404347826086957,36,0.156521739130435,134,-0.653658536585366,
16665014,39.0625,5872,-3.60024524831392,-15184,-9.30962599632127,-1440,0.88289393010423,-2,3.84146341463415,-63,0.121951219512195,-7,0.426829268292683,-91,0.395652173913043,37,0.160869565217391,133,-0.648780487804878,
16665654,58.59375,5808,-3.56100551808706,-15072,-9.24095646842428,-1456,0.892703862660944,6,3.59756097560976,-59,-0.365853658536585,-13,0.792682926829268,-90,0.391304347826087,36,0.156521739130435,133,-0.648780487804878,
16666294,78.125,5824,-3.57081545064378,-14992,-9.19190680564071,-1488,0.912323727774372,0,3.47560975609756,-57,0,-15,0.914634146341463,-92,0.4,39,0.169565217391304,132,-0.64390243902439,
16666934,97.65625,5792,-3.55119558553035,-15072,-9.24095646842428,-1472,0.902513795217658,-2,3.35365853658537,-55,0.121951219512195,-17,1.03658536585366,-93,0.404347826086957,38,0.165217391304348,132,-0.64390243902439,
16667574,117.1875,5744,-3.52176578786021,-15120,-9.27038626609442,-1424,0.873083997547517,3,3.29268292682927,-54,-0.182926829268293,-14,0.853658536585366,-91,0.395652173913043,41,0.178260869565217,133,-0.648780487804878,
