Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,Shimmer,
Timestamp,Timestamp,Wide Range Accelerometer X,Wide Range Accelerometer X,Wide Range Accelerometer Y,Wide Range Accelerometer Y,Wide Range Accelerometer Z,Wide Range Accelerometer Z,Gyroscope X,Gyroscope X,Gyroscope Y,Gyroscope Y,Gyroscope Z,Gyroscope Z,Magnetometer X,Magnetometer X,Magnetometer Y,Magnetometer Y,Magnetometer Z,Magnetometer Z,
RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,RAW,CAL,
no units,mSecs,no units,m/(sec^2),no units,m/(sec^2),no units,m/(sec^2),no units,deg/sec,no units,deg/sec,no units,deg/sec,no units,local,no units,local,no units,local,
9301034,0,2352,-1.44206008583691,-15520,-9.51563458001226,-4384,2.68792152053955,-8,2.92682926829268,-48,0.487804878048781,-9,0.548780487804878,-73,0.317391304347826,40,0.173913043478261,94,-0.458536585365854,
9301674,19.53125,2336,-1.4322501532802,-15488,-9.49601471489883,-4320,2.64868179031269,-5,3.10975609756098,-51,0.304878048780488,-9,0.548780487804878,-72,0.31304347826087,41,0.178260869565217,94,-0.458536585365854,
9302314,39.0625,2320,-1.42244022072348,-15488,-9.49601471489883,-4368,2.67811158798283,-3,3.17073170731707,-52,0.182926829268293,-7,0.426829268292683,-72,0.31304347826087,40,0.173913043478261,93,-0.453658536585366,
9302954,58.59375,2352,-1.44206008583691,-15472,-9.48620478234212,-4336,2.6584917228694,-10,3.23170731707317,-53,0.609756097560976,-7,0.426829268292683,-72,0.31304347826087,45,0.195652173913043,92,-0.448780487804878,
9303594,78.125,2352,-1.44206008583691,-15488,-9.49601471489883,-4384,2.68792152053955,-7,3.17073170731707,-52,0.426829268292683,-7,0.426829268292683,-74,0.321739130434783,45,0.195652173913043,94,-0.458536585365854,
9304234,97.65625,2432,-1.49110974862048,-15504,-9.50582464745555,-4336,2.6584917228694,-8,3.29268292682927,-54,0.487804878048781,-4,0.24390243902439,-74,0.321739130434783,45,0.195652173913043,93,-0.453658536585366,
9304874,117.1875,2448,-1.50091968117719,-15440,-9.46658491722869,-4320,2.64868179031269,-3,3.23170731707317,-53,0.182926829268293,-3,0.182926829268293,-73,0.317391304347826,40,0.173913043478261,95,-0.463414634146341,
